Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BHP.AX,BHP.AX,BHP.AX,BHP.AX,BHP.AX,BHP.AX
Date,,,,,,
2024-01-02 00:00:00+00:00,47.900062561035156,50.540000915527344,50.60499954223633,50.099998474121094,50.130001068115234,3375905
2024-01-03 00:00:00+00:00,47.17028045654297,49.77000045776367,50.2400016784668,49.720001220703125,50.20000076293945,4483073
2024-01-04 00:00:00+00:00,46.99020767211914,49.58000183105469,50.13999938964844,49.58000183105469,50.13999938964844,4458375
2024-01-05 00:00:00+00:00,46.50684356689453,49.06999969482422,49.58000183105469,49.02000045776367,49.400001525878906,3992737
2024-01-08 00:00:00+00:00,46.11825942993164,48.65999984741211,49.244998931884766,48.52000045776367,49.119998931884766,3513478
2024-01-09 00:00:00+00:00,46.41206741333008,48.970001220703125,49.279998779296875,48.900001525878906,48.970001220703125,3967771
2024-01-10 00:00:00+00:00,45.36004638671875,47.86000061035156,48.45000076293945,47.849998474121094,48.290000915527344,6927192
2024-01-11 00:00:00+00:00,45.312660217285156,47.810001373291016,48.02000045776367,47.540000915527344,47.75,5581501
2024-01-12 00:00:00+00:00,45.21788024902344,47.709999084472656,48.06999969482422,47.380001068115234,47.380001068115234,4178671
2024-01-15 00:00:00+00:00,44.800865173339844,47.27000045776367,47.52000045776367,47.130001068115234,47.439998626708984,1675216
2024-01-16 00:00:00+00:00,44.07108688354492,46.5,46.939998626708984,46.375,46.7599983215332,7822665
2024-01-17 00:00:00+00:00,44.13743209838867,46.56999969482422,46.959999084472656,46.34000015258789,46.70000076293945,8368750
2024-01-18 00:00:00+00:00,43.341304779052734,45.72999954223633,46.18000030517578,45.54999923706055,45.75,9313074
2024-01-19 00:00:00+00:00,43.341304779052734,45.72999954223633,46.29999923706055,45.65999984741211,46.0099983215332,11160323
2024-01-22 00:00:00+00:00,43.455039978027344,45.849998474121094,45.939998626708984,45.61000061035156,45.7400016784668,8164654
2024-01-23 00:00:00+00:00,43.88153076171875,46.29999923706055,46.459999084472656,45.790000915527344,45.79999923706055,7696813
2024-01-24 00:00:00+00:00,44.41228485107422,46.86000061035156,47.33000183105469,46.7400016784668,46.91999816894531,5937775
2024-01-25 00:00:00+00:00,45.0567626953125,47.540000915527344,47.73500061035156,47.150001525878906,47.41999816894531,7247040
2024-01-29 00:00:00+00:00,44.42176055908203,46.869998931884766,47.06999969482422,46.619998931884766,46.70000076293945,8218432
2024-01-30 00:00:00+00:00,44.59235763549805,47.04999923706055,47.310001373291016,46.880001068115234,46.90999984741211,5490281
2024-01-31 00:00:00+00:00,44.800865173339844,47.27000045776367,47.33000183105469,46.61000061035156,46.70000076293945,12102405
2024-02-01 00:00:00+00:00,44.64922332763672,47.11000061035156,47.27000045776367,46.72999954223633,47.27000045776367,6450184
2024-02-02 00:00:00+00:00,45.12310791015625,47.61000061035156,47.810001373291016,47.290000915527344,47.5,9086720
2024-02-05 00:00:00+00:00,44.02369689941406,46.45000076293945,46.880001068115234,46.41999816894531,46.84000015258789,6673782
2024-02-06 00:00:00+00:00,43.55929183959961,45.959999084472656,46.099998474121094,45.70000076293945,46.0,7502383
2024-02-07 00:00:00+00:00,44.014217376708984,46.439998626708984,46.7599983215332,46.20000076293945,46.20000076293945,5564396
2024-02-08 00:00:00+00:00,43.99526596069336,46.41999816894531,46.599998474121094,46.27000045776367,46.540000915527344,5076540
2024-02-09 00:00:00+00:00,43.88153076171875,46.29999923706055,46.45000076293945,46.20000076293945,46.25,6368668
2024-02-12 00:00:00+00:00,43.66354751586914,46.06999969482422,46.25,45.849998474121094,46.25,4421821
2024-02-13 00:00:00+00:00,43.900489807128906,46.31999969482422,46.4900016784668,46.150001525878906,46.2599983215332,4950074
2024-02-14 00:00:00+00:00,43.5498161315918,45.95000076293945,46.02000045776367,45.540000915527344,45.650001525878906,5818159
2024-02-15 00:00:00+00:00,42.8105583190918,45.16999816894531,45.7400016784668,44.7400016784668,45.25,12127927
2024-02-16 00:00:00+00:00,43.227577209472656,45.61000061035156,45.900001525878906,45.36000061035156,45.70000076293945,8413493
2024-02-19 00:00:00+00:00,43.63511657714844,46.040000915527344,46.584999084472656,46.040000915527344,46.09000015258789,4373838
2024-02-20 00:00:00+00:00,43.16123580932617,45.540000915527344,46.29999923706055,45.130001068115234,46.2599983215332,7306866
2024-02-21 00:00:00+00:00,42.14712142944336,44.470001220703125,44.59000015258789,43.970001220703125,44.45000076293945,14353992
2024-02-22 00:00:00+00:00,41.98600387573242,44.29999923706055,44.779998779296875,44.22999954223633,44.25,7744811
2024-02-23 00:00:00+00:00,42.22294235229492,44.54999923706055,44.65999984741211,44.2400016784668,44.54999923706055,5374263
2024-02-26 00:00:00+00:00,41.673240661621094,43.970001220703125,44.65999984741211,43.810001373291016,44.310001373291016,7595615
2024-02-27 00:00:00+00:00,41.739585876464844,44.040000915527344,44.22999954223633,43.400001525878906,43.75,7470065
2024-02-28 00:00:00+00:00,41.6542854309082,43.95000076293945,44.400001525878906,43.90999984741211,44.369998931884766,5930446
2024-02-29 00:00:00+00:00,41.63533020019531,43.93000030517578,44.15999984741211,43.529998779296875,43.79999923706055,16021179
2024-03-01 00:00:00+00:00,42.57361602783203,44.91999816894531,45.02000045776367,44.06999969482422,44.06999969482422,8051335
2024-03-04 00:00:00+00:00,41.91966247558594,44.22999954223633,44.77000045776367,44.150001525878906,44.529998779296875,6709517
2024-03-05 00:00:00+00:00,42.29876708984375,44.630001068115234,44.93000030517578,44.54999923706055,44.650001525878906,9134973
2024-03-06 00:00:00+00:00,42.033390045166016,44.349998474121094,44.61000061035156,44.02000045776367,44.27000045776367,7935118
2024-03-07 00:00:00+00:00,42.62248229980469,43.86000061035156,44.025001525878906,43.369998931884766,43.40999984741211,8131527
2024-03-08 00:00:00+00:00,42.70994567871094,43.95000076293945,43.970001220703125,43.650001525878906,43.83000183105469,7982291
2024-03-11 00:00:00+00:00,41.6118278503418,42.81999969482422,43.25,42.75,43.20000076293945,7272488
2024-03-12 00:00:00+00:00,41.320289611816406,42.52000045776367,42.630001068115234,42.224998474121094,42.529998779296875,9528115
2024-03-13 00:00:00+00:00,40.76637268066406,41.95000076293945,42.36000061035156,41.93000030517578,42.20000076293945,10154069
2024-03-14 00:00:00+00:00,41.845054626464844,43.060001373291016,43.27000045776367,42.720001220703125,42.97999954223633,14009930
